iShares MSCI ACWI ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"204,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BS6","YANGZIJIANG SHIPBUILDING (HOLDINGS","Industrials","Equity","2,178,179.27","0.01","2,178,179.27","730,600.00","2.98","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"LUPIN","LUPIN LTD","Health Care","Equity","2,178,311.79","0.01","2,178,311.79","89,170.00","24.43","India","National Stock Exchange Of India","USD","93.11","INR","-"
"XP","XP CLASS A INC","Financials","Equity","2,168,362.76","0.01","2,168,362.76","116,516.00","18.61","Brazil","NASDAQ","USD","1.00","USD","-"
"NICE","NICE LTD","Information Technology","Equity","2,171,003.86","0.01","2,171,003.86","19,560.00","110.99","Israel","Tel Aviv Stock Exchange","USD","3.13","ILS","-"
"2002","CHINA STEEL CORP","Materials","Equity","2,163,330.96","0.01","2,163,330.96","3,549,305.00","0.61","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"IG","ITALGAS","Utilities","Equity","2,163,392.52","0.01","2,163,392.52","180,608.00","11.98","Italy","Borsa Italiana","USD","0.87","EUR","-"
"VBBR3","VIBRA ENERGIA SA","Consumer Discretionary","Equity","2,164,473.90","0.01","2,164,473.90","354,540.00","6.11","Brazil","XBSP","USD","5.16","BRL","-"
"138040","MERITZ FINANCIAL GROUP INC","Financials","Equity","2,160,802.29","0.01","2,160,802.29","29,402.00","73.49","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"SUZB3","SUZANO SA","Materials","Equity","2,158,304.27","0.01","2,158,304.27","218,931.00","9.86","Brazil","XBSP","USD","5.16","BRL","-"
"3003","HULIC LTD","Real Estate","Equity","2,154,330.00","0.01","2,154,330.00","183,400.00","11.75","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"9CI","CAPITALAND INVESTMENT LTD","Real Estate","Equity","2,148,873.23","0.01","2,148,873.23","1,007,500.00","2.13","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"5201","AGC INC","Industrials","Equity","2,146,780.03","0.01","2,146,780.03","60,800.00","35.31","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrials","Equity","2,145,427.56","0.01","2,145,427.56","464,087.00","4.62","New Zealand","New Zealand Exchange Ltd","USD","1.75","NZD","-"
"600900","CHINA YANGTZE POWER LTD A","Utilities","Equity","2,141,179.74","0.01","2,141,179.74","546,310.00","3.92","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","2,142,033.70","0.01","2,142,033.70","72,600.00","29.50","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"2359","WUXI APPTEC LTD H","Health Care","Equity","2,138,870.77","0.01","2,138,870.77","134,212.00","15.94","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"BAJAJ.AUTO","BAJAJ AUTO LTD","Consumer Discretionary","Equity","2,135,453.20","0.01","2,135,453.20","22,701.00","94.07","India","National Stock Exchange Of India","USD","93.11","INR","-"
"8331","CHIBA BANK LTD","Financials","Equity","2,128,594.74","0.01","2,128,594.74","160,200.00","13.29","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","2,128,901.60","0.01","2,128,901.60","52,436.00","40.60","United States","NASDAQ","USD","1.00","USD","-"
"7259","AISIN CORP","Consumer Discretionary","Equity","2,129,381.61","0.01","2,129,381.61","151,800.00","14.03","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"4689","LY CORP","Communication","Equity","2,126,788.69","0.01","2,126,788.69","866,400.00","2.45","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"SECU B","SECURITAS B","Industrials","Equity","2,122,909.73","0.01","2,122,909.73","122,768.00","17.29","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"66","MTR CORPORATION CORP LTD","Industrials","Equity","2,124,762.83","0.01","2,124,762.83","510,500.00","4.16","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"7309","SHIMANO INC","Consumer Discretionary","Equity","2,121,431.93","0.01","2,121,431.93","20,100.00","105.54","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"G24","SCOUT24 N","Communication","Equity","2,119,197.11","0.01","2,119,197.11","27,651.00","76.64","Germany","Xetra","USD","0.87","EUR","-"
"4755","RAKUTEN GROUP INC","Consumer Discretionary","Equity","2,115,819.60","0.01","2,115,819.60","457,700.00","4.62","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"079550","LIG NEX1 LTD","Industrials","Equity","2,116,423.45","0.01","2,116,423.45","4,103.00","515.82","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"MICC","MAGNUM ICE CREAM NV","Consumer Staples","Equity","2,109,635.30","0.01","2,109,635.30","147,836.00","14.27","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","2,106,454.18","0.01","2,106,454.18","868.00","2,426.79","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.47","DKK","-"
"OTEX","OPEN TEXT CORP","Information Technology","Equity","2,101,447.71","0.01","2,101,447.71","93,302.00","22.52","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"9901","NEW ORIENTAL EDUCATION & TECHNOLOG","Consumer Discretionary","Equity","2,102,024.79","0.01","2,102,024.79","367,730.00","5.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"7202","ISUZU MOTORS LTD","Consumer Discretionary","Equity","2,096,829.60","0.01","2,096,829.60","147,500.00","14.22","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"6586","MAKITA CORP","Industrials","Equity","2,091,469.90","0.01","2,091,469.90","62,900.00","33.25","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"002594","BYD LTD A","Consumer Discretionary","Equity","2,091,572.89","0.01","2,091,572.89","141,800.00","14.75","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"IPN","IPSEN SA","Health Care","Equity","2,084,351.96","0.01","2,084,351.96","10,773.00","193.48","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"3692","HANSOH PHARMACEUTICAL GROUP LTD","Health Care","Equity","2,079,151.75","0.01","2,079,151.75","414,000.00","5.02","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"ADANIPOWER","ADANI POWER LTD","Utilities","Equity","2,071,721.25","0.01","2,071,721.25","1,205,806.00","1.72","India","National Stock Exchange Of India","USD","93.11","INR","-"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Financials","Equity","2,066,115.09","0.01","2,066,115.09","141,835.00","14.57","India","National Stock Exchange Of India","USD","93.11","INR","-"
"1816","CGN POWER LTD H","Utilities","Equity","2,068,250.11","0.01","2,068,250.11","4,605,000.00","0.45","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SRT3","SARTORIUS PREF AG","Health Care","Equity","2,065,299.39","0.01","2,065,299.39","8,418.00","245.34","Germany","Xetra","USD","0.87","EUR","-"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","2,058,686.56","0.01","2,058,686.56","59,875.00","34.38","Mexico","Bolsa Mexicana De Valores","USD","17.84","MXN","-"
"2331","LI NING LTD","Consumer Discretionary","Equity","2,053,566.58","0.01","2,053,566.58","741,000.00","2.77","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"ETERNAL","ETERNAL LTD","Consumer Discretionary","Equity","2,049,994.36","0.01","2,049,994.36","823,709.00","2.49","India","National Stock Exchange Of India","USD","93.11","INR","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","2,050,990.23","0.01","2,050,990.23","92,847.00","22.09","United States","NYSE","USD","1.00","USD","-"
"4188","MITSUBISHI CHEMICAL GROUP CORP","Materials","Equity","2,047,270.86","0.01","2,047,270.86","359,400.00","5.70","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energy","Equity","2,047,925.89","0.01","2,047,925.89","1,101,600.00","1.86","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","Jan 01, 1998"
"8113","UNICHARM CORP","Consumer Staples","Equity","2,044,351.14","0.01","2,044,351.14","341,400.00","5.99","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Consumer Staples","Equity","2,040,965.53","0.01","2,040,965.53","34,919.00","58.45","India","National Stock Exchange Of India","USD","93.11","INR","-"
"6690","HAIER SMART HOME CLASS H LTD H","Consumer Discretionary","Equity","2,041,561.50","0.01","2,041,561.50","782,800.00","2.61","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Health Care","Equity","2,042,161.10","0.01","2,042,161.10","48,029.00","42.52","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"272210","HANWHA SYSTEMS LTD","Industrials","Equity","2,029,423.51","0.01","2,029,423.51","23,874.00","85.01","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"RED","REDEIA CORPORACION SA","Utilities","Equity","2,030,898.93","0.01","2,030,898.93","116,669.00","17.41","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"SDLF","STANDARD LIFE PLC","Financials","Equity","2,024,899.73","0.01","2,024,899.73","216,706.00","9.34","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ELISA","ELISA","Communication","Equity","2,025,880.64","0.01","2,025,880.64","42,282.00","47.91","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"ELI","ELIA GROUP SA","Utilities","Equity","2,019,715.45","0.01","2,019,715.45","12,952.00","155.94","Belgium","Nyse Euronext - Euronext Brussels","USD","0.87","EUR","-"
"TMPV","TATA MOTORS PASSENGER VEHICLES LTD","Consumer Discretionary","Equity","2,012,394.64","0.01","2,012,394.64","617,768.00","3.26","India","National Stock Exchange Of India","USD","93.11","INR","-"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Consumer Discretionary","Equity","2,010,409.97","0.01","2,010,409.97","54,560.00","36.85","Germany","Xetra","USD","0.87","EUR","Jan 02, 1990"
"1878","DAITO TRUST CONSTRUCTION LTD","Real Estate","Equity","2,005,671.89","0.01","2,005,671.89","85,900.00","23.35","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","2,006,214.75","0.01","2,006,214.75","37,273.00","53.82","India","National Stock Exchange Of India","USD","93.11","INR","-"
"IFT","INFRATIL LTD","Financials","Equity","1,996,103.23","0.01","1,996,103.23","303,529.00","6.58","New Zealand","New Zealand Exchange Ltd","USD","1.75","NZD","-"
"2801","KIKKOMAN CORP","Consumer Staples","Equity","1,996,790.07","0.01","1,996,790.07","205,900.00","9.70","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"AUTO","AUTOTRADER GROUP PLC","Communication","Equity","1,993,826.71","0.01","1,993,826.71","316,993.00","6.29","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","1,991,588.82","0.01","1,991,588.82","7,982.00","249.51","United States","NASDAQ","USD","1.00","USD","-"
"2059","KING SLIDE WORKS LTD","Information Technology","Equity","1,986,528.30","0.01","1,986,528.30","19,000.00","104.55","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"6618","JD HEALTH INTERNATIONAL INC","Consumer Staples","Equity","1,982,176.12","0.01","1,982,176.12","317,300.00","6.25","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SOL","SASOL LTD","Materials","Equity","1,966,520.85","0.01","1,966,520.85","159,553.00","12.33","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"UHR","THE SWATCH GROUP AG","Consumer Discretionary","Equity","1,958,960.51","0.01","1,958,960.51","8,870.00","220.85","Switzerland","SIX Swiss Exchange","USD","0.80","CHF","-"
"LAND","LAND SECURITIES GROUP REIT PLC","Real Estate","Equity","1,955,308.32","0.01","1,955,308.32","259,915.00","7.52","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"015760","KOREA ELECTRIC POWER CORP","Utilities","Equity","1,956,437.10","0.01","1,956,437.10","72,087.00","27.14","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"EXO","EXOR NV","Financials","Equity","1,956,646.82","0.01","1,956,646.82","25,151.00","77.80","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"4204","SEKISUI CHEMICAL LTD","Industrials","Equity","1,951,994.48","0.01","1,951,994.48","117,300.00","16.64","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"BMW3","BMW PREF AG","Consumer Discretionary","Equity","1,945,397.59","0.01","1,945,397.59","21,198.00","91.77","Germany","Xetra","USD","0.87","EUR","-"
"6479","MINEBEA MITSUMI INC","Industrials","Equity","1,945,408.34","0.01","1,945,408.34","120,400.00","16.16","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrials","Equity","1,942,406.55","0.01","1,942,406.55","441,000.00","4.40","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"247540","ECOPRO BM LTD","Industrials","Equity","1,939,333.51","0.01","1,939,333.51","14,970.00","129.55","Korea (South)","Korea Exchange (Kosdaq)","USD","1,519.90","KRW","-"
"INDUSTOWER","INDUS TOWERS LTD","Communication","Equity","1,940,960.93","0.01","1,940,960.93","425,369.00","4.56","India","National Stock Exchange Of India","USD","93.11","INR","-"
"PERSISTENT","PERSISTENT SYSTEMS LTD","Information Technology","Equity","1,941,055.41","0.01","1,941,055.41","34,571.00","56.15","India","National Stock Exchange Of India","USD","93.11","INR","-"
"BRL","BRL CASH","Cash and/or Derivatives","Cash","1,935,538.78","0.01","1,935,538.78","9,983,606.00","19.39","Brazil","-","USD","5.16","BRL","-"
"6823","HKT TRUST AND HKT UNITS LTD","Communication","Equity","1,938,211.26","0.01","1,938,211.26","1,236,000.00","1.57","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SHL","SONIC HEALTHCARE LTD","Health Care","Equity","1,930,664.15","0.01","1,930,664.15","139,790.00","13.81","Australia","Asx - All Markets","USD","1.45","AUD","-"
"3034","NOVATEK MICROELECTRONICS CORP","Information Technology","Equity","1,922,358.02","0.01","1,922,358.02","161,000.00","11.94","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"3659","NEXON LTD","Communication","Equity","1,923,342.01","0.01","1,923,342.01","115,600.00","16.64","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"T","TELUS","Communication","Equity","1,919,223.18","0.01","1,919,223.18","149,120.00","12.87","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"601318","PING AN INSURANCE (GROUP) OF CHINA","Financials","Equity","1,920,174.42","0.01","1,920,174.42","231,100.00","8.31","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"TATAPOWER","TATA POWER LTD","Utilities","Equity","1,912,878.23","0.01","1,912,878.23","462,606.00","4.14","India","National Stock Exchange Of India","USD","93.11","INR","-"
"7272","YAMAHA MOTOR LTD","Consumer Discretionary","Equity","1,913,953.50","0.01","1,913,953.50","263,400.00","7.27","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","1,914,783.55","0.01","1,914,783.55","309,200.00","6.19","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"2603","EVERGREEN MARINE CORP (TAIWAN) LTD","Industrials","Equity","1,911,511.89","0.01","1,911,511.89","302,000.00","6.33","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"BEIJ B","BEIJER REF CLASS B","Industrials","Equity","1,907,769.03","0.01","1,907,769.03","137,908.00","13.83","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","1,908,868.27","0.01","1,908,868.27","470,420.00","4.06","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"034730","SK INC","Industrials","Equity","1,900,809.26","0.01","1,900,809.26","9,380.00","202.64","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrials","Equity","1,894,977.22","0.01","1,894,977.22","389,860.00","4.86","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"9024","SEIBU HOLDINGS INC","Industrials","Equity","1,882,772.25","0.01","1,882,772.25","65,800.00","28.61","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"3045","TAIWAN MOBILE LTD","Communication","Equity","1,879,020.41","0.01","1,879,020.41","549,000.00","3.42","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"GVT&D","GE VERNOVA T&D INDIA LTD","Industrials","Equity","1,881,101.64","0.01","1,881,101.64","45,823.00","41.05","India","National Stock Exchange Of India","USD","93.11","INR","-"
"2688","ENN ENERGY HOLDINGS LTD","Utilities","Equity","1,877,509.62","0.01","1,877,509.62","231,000.00","8.13","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"HAG","HENSOLDT AG","Industrials","Equity","1,873,369.25","0.01","1,873,369.25","19,458.00","96.28","Germany","Xetra","USD","0.87","EUR","-"
"CAR","CAR GROUP LTD","Communication","Equity","1,873,525.87","0.01","1,873,525.87","120,246.00","15.58","Australia","Asx - All Markets","USD","1.45","AUD","-"
"TLX","TALANX AG","Financials","Equity","1,873,980.30","0.01","1,873,980.30","14,789.00","126.71","Germany","Xetra","USD","0.87","EUR","-"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","1,872,909.70","0.01","1,872,909.70","28,000.00","66.89","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"LPP","LPP SA","Consumer Discretionary","Equity","1,864,627.97","0.01","1,864,627.97","303.00","6,153.89","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.70","PLN","-"
"1658","POSTAL SAVINGS BANK OF CHINA LTD H","Financials","Equity","1,865,730.13","0.01","1,865,730.13","2,966,000.00","0.63","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"TUPRS.E","TURKIYE PETROL RAFINERILERI A","Energy","Equity","1,862,074.52","0.01","1,862,074.52","323,590.00","5.75","Turkey","Istanbul Stock Exchange","USD","44.49","TRY","-"
"PNDORA","PANDORA","Consumer Discretionary","Equity","1,859,494.32","0.01","1,859,494.32","25,005.00","74.36","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.47","DKK","-"
"2600","ALUMINUM CORPORATION OF CHINA LTD","Materials","Equity","1,861,200.53","0.01","1,861,200.53","1,232,000.00","1.51","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"6841","YOKOGAWA ELECTRIC CORP","Information Technology","Equity","1,854,348.19","0.01","1,854,348.19","61,400.00","30.20","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"KESKOB","KESKO CLASS B","Consumer Staples","Equity","1,849,055.94","0.01","1,849,055.94","83,114.00","22.25","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"071050","KOREA INVESTMENT HOLDINGS LTD","Financials","Equity","1,844,648.99","0.01","1,844,648.99","13,132.00","140.47","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"1818","ZHAOJIN MINING INDUSTRY LTD H","Materials","Equity","1,842,122.66","0.01","1,842,122.66","444,500.00","4.14","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"267250","HD HYUNDAI LTD","Energy","Equity","1,842,823.87","0.01","1,842,823.87","11,574.00","159.22","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"INDT","INDUTRADE","Industrials","Equity","1,833,689.74","0.01","1,833,689.74","81,764.00","22.43","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
