iShares MSCI ACWI ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"204,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"9992","POP MART INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","2,815,247.50","0.01","2,815,247.50","155,600.00","18.09","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"LTM","LATAM AIRLINES GROUP SA","Industrials","Equity","2,815,581.37","0.01","2,815,581.37","113,554,990.00","0.02","Chile","Santiago Stock Exchange","USD","919.55","CLP","-"
"PST","POSTE ITALIANE","Financials","Equity","2,803,588.56","0.01","2,803,588.56","116,298.00","24.11","Italy","Borsa Italiana","USD","0.87","EUR","-"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Financials","Equity","2,791,513.15","0.01","2,791,513.15","3,776,274.00","0.74","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Financials","Equity","2,787,451.81","0.01","2,787,451.81","9,542.00","292.12","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Financials","Equity","2,785,535.58","0.01","2,785,535.58","2,632,722.00","1.06","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"DIVISLAB","DIVIS LABORATORIES LTD","Health Care","Equity","2,782,462.57","0.01","2,782,462.57","44,236.00","62.90","India","National Stock Exchange Of India","USD","93.11","INR","-"
"3653","JENTECH PRECISION INDUSTRIAL LTD","Information Technology","Equity","2,783,108.81","0.01","2,783,108.81","24,000.00","115.96","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"JSWSTEEL","JSW STEEL LTD","Materials","Equity","2,778,431.00","0.01","2,778,431.00","226,665.00","12.26","India","National Stock Exchange Of India","USD","93.11","INR","-"
"IONQ","IONQ INC","Information Technology","Equity","2,775,061.60","0.01","2,775,061.60","94,712.00","29.30","United States","NYSE","USD","1.00","USD","-"
"COLO B","COLOPLAST B","Health Care","Equity","2,765,373.93","0.01","2,765,373.93","40,403.00","68.44","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.47","DKK","-"
"APA","APA GROUP UNITS","Utilities","Equity","2,766,366.46","0.01","2,766,366.46","405,880.00","6.82","Australia","Asx - All Markets","USD","1.45","AUD","-"
"ADDT B","ADDTECH CLASS B","Industrials","Equity","2,756,847.78","0.01","2,756,847.78","81,057.00","34.01","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"7769","HONPRECISION INC","Information Technology","Equity","2,757,009.35","0.01","2,757,009.35","23,000.00","119.87","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"GIL","GILDAN ACTIVEWEAR INC","Consumer Discretionary","Equity","2,754,441.59","0.01","2,754,441.59","50,629.00","54.40","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"6504","FUJI ELECTRIC LTD","Industrials","Equity","2,756,012.93","0.01","2,756,012.93","40,800.00","67.55","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"BNR","BRENNTAG","Industrials","Equity","2,751,063.69","0.01","2,751,063.69","41,916.00","65.63","Germany","Xetra","USD","0.87","EUR","-"
"FRES","FRESNILLO PLC","Materials","Equity","2,747,460.64","0.01","2,747,460.64","60,373.00","45.51","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"LUG","LUNDIN GOLD INC","Materials","Equity","2,741,261.31","0.01","2,741,261.31","34,259.00","80.02","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"SBRY","SAINSBURY(J) PLC","Consumer Staples","Equity","2,741,805.27","0.01","2,741,805.27","596,928.00","4.59","United Kingdom","London Stock Exchange","USD","0.76","GBP","Jan 02, 1985"
"998","CHINA CITIC BANK CORP LTD H","Financials","Equity","2,735,547.09","0.01","2,735,547.09","2,707,000.00","1.01","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SCHN","SCHINDLER HOLDING AG","Industrials","Equity","2,729,021.84","0.01","2,729,021.84","8,704.00","313.54","Switzerland","SIX Swiss Exchange","USD","0.80","CHF","-"
"MRO","MELROSE INDUSTRIES PLC","Industrials","Equity","2,729,488.41","0.01","2,729,488.41","388,839.00","7.02","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"010120","LS ELECTRIC LTD","Industrials","Equity","2,725,089.15","0.01","2,725,089.15","5,457.00","499.37","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","2,724,183.90","0.01","2,724,183.90","15,417.00","176.70","United States","NYSE","USD","1.00","USD","-"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","2,720,302.45","0.01","2,720,302.45","135,900.00","20.02","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"CLAR","CAPITALAND ASCENDAS REIT","Real Estate","Equity","2,717,236.21","0.01","2,717,236.21","1,396,279.00","1.95","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"7735","SCREEN HOLDINGS LTD","Information Technology","Equity","2,718,890.60","0.01","2,718,890.60","48,000.00","56.64","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","2,716,380.84","0.01","2,716,380.84","1,098.00","2,473.94","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.47","DKK","-"
"ITRK","INTERTEK GROUP PLC","Industrials","Equity","2,705,645.80","0.01","2,705,645.80","54,680.00","49.48","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Health Care","Equity","2,706,156.62","0.01","2,706,156.62","34,433.00","78.59","India","National Stock Exchange Of India","USD","93.11","INR","-"
"009540","HD KOREA SHIPBUILDING & OFFSHORE E","Industrials","Equity","2,702,717.28","0.01","2,702,717.28","11,720.00","230.61","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"ALDAR","ALDAR PROPERTIES","Real Estate","Equity","2,703,154.09","0.01","2,703,154.09","1,256,864.00","2.15","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"SSW","SIBANYE STILLWATER LTD","Materials","Equity","2,702,175.60","0.01","2,702,175.60","873,769.00","3.09","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"VEDL","VEDANTA LTD","Materials","Equity","2,694,381.20","0.01","2,694,381.20","364,818.00","7.39","India","National Stock Exchange Of India","USD","93.11","INR","-"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Financials","Equity","2,691,594.75","0.01","2,691,594.75","141,267.00","19.05","India","National Stock Exchange Of India","USD","93.11","INR","-"
"TLKM","TELEKOMUNIKASI INDONESIA","Communication","Equity","2,689,227.04","0.01","2,689,227.04","14,601,300.00","0.18","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"CEZ","CEZ","Utilities","Equity","2,686,495.02","0.01","2,686,495.02","47,472.00","56.59","Czech Republic","Prague Stock Exchange","USD","21.22","CZK","-"
"ICT","INTERNATIONAL CONTAINER TERMINAL S","Industrials","Equity","2,681,242.31","0.01","2,681,242.31","232,130.00","11.55","Philippines","Philippine Stock Exchange Inc.","USD","60.17","PHP","-"
"TLC","THE LOTTERY CORPORATION LTD","Consumer Discretionary","Equity","2,676,885.67","0.01","2,676,885.67","717,135.00","3.73","Australia","Asx - All Markets","USD","1.45","AUD","-"
"ABF","ASSOCIATED BRITISH FOODS PLC","Consumer Staples","Equity","2,677,416.14","0.01","2,677,416.14","106,931.00","25.04","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industrials","Equity","2,678,273.32","0.01","2,678,273.32","121,826.00","21.98","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"COH","COCHLEAR LTD","Health Care","Equity","2,675,494.30","0.01","2,675,494.30","22,456.00","119.14","Australia","Asx - All Markets","USD","1.45","AUD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","2,666,976.96","0.01","2,666,976.96","33,708.00","79.12","United States","NYSE","USD","1.00","USD","-"
"UNI","UNIPOL ASSICURAZIONI SPA","Financials","Equity","2,663,671.69","0.01","2,663,671.69","112,160.00","23.75","Italy","Borsa Italiana","USD","0.87","EUR","-"
"298040","HYOSUNG HEAVY INDUSTRIES CORP","Industrials","Equity","2,663,954.21","0.01","2,663,954.21","1,608.00","1,656.69","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"SKF B","SKF B","Industrials","Equity","2,664,873.26","0.01","2,664,873.26","112,343.00","23.72","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"ASII","ASTRA INTERNATIONAL","Industrials","Equity","2,660,281.27","0.01","2,660,281.27","7,442,000.00","0.36","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"PMETAL","PRESS METAL ALUMINIUM HOLDINGS","Materials","Equity","2,648,709.58","0.01","2,648,709.58","1,369,800.00","1.93","Malaysia","Bursa Malaysia","USD","4.04","MYR","-"
"PE&OLES*","INDUST PENOLES","Materials","Equity","2,646,018.44","0.01","2,646,018.44","54,400.00","48.64","Mexico","Bolsa Mexicana De Valores","USD","17.84","MXN","-"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","2,643,428.51","0.01","2,643,428.51","3,680,578.00","71.82","Canada","-","USD","1.39","CAD","-"
"XRO","XERO LTD","Information Technology","Equity","2,641,148.36","0.01","2,641,148.36","51,591.00","51.19","Australia","Asx - All Markets","USD","1.45","AUD","-"
"ASIANPAINT","ASIAN PAINTS LTD","Materials","Equity","2,637,953.14","0.01","2,637,953.14","113,238.00","23.30","India","National Stock Exchange Of India","USD","93.11","INR","-"
"27","GALAXY ENTERTAINMENT GROUP LTD","Consumer Discretionary","Equity","2,638,264.21","0.01","2,638,264.21","575,000.00","4.59","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"PTTEP.R","PTT EXPLORATION AND PRODUCTION NON","Energy","Equity","2,634,275.47","0.01","2,634,275.47","541,100.00","4.87","Thailand","Stock Exchange Of Thailand","USD","32.76","THB","-"
"CAE","CAE INC","Industrials","Equity","2,632,419.99","0.01","2,632,419.99","99,789.00","26.38","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"TFII","TFI INTERNATIONAL INC","Industrials","Equity","2,633,358.31","0.01","2,633,358.31","23,643.00","111.38","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materials","Equity","2,633,667.75","0.01","2,633,667.75","162,826.00","16.17","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","2,629,414.43","0.01","2,629,414.43","61,770.00","42.57","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"006800","MIRAE ASSET SECURITIES CO LTD","Financials","Equity","2,628,304.49","0.01","2,628,304.49","64,850.00","40.53","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"KGF","KINGFISHER PLC","Consumer Discretionary","Equity","2,624,614.33","0.01","2,624,614.33","700,482.00","3.75","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ALO","ALSTOM SA","Industrials","Equity","2,614,196.33","0.01","2,614,196.33","93,250.00","28.03","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"BEI","BEIERSDORF AG","Consumer Staples","Equity","2,615,680.73","0.01","2,615,680.73","29,977.00","87.26","Germany","Xetra","USD","0.87","EUR","-"
"7270","SUBARU CORP","Consumer Discretionary","Equity","2,611,871.49","0.01","2,611,871.49","165,800.00","15.75","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"EPI B","EPIROC CLASS B","Industrials","Equity","2,610,998.02","0.01","2,610,998.02","121,481.00","21.49","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"COALINDIA","COAL INDIA LTD","Energy","Equity","2,604,480.52","0.01","2,604,480.52","539,661.00","4.83","India","National Stock Exchange Of India","USD","93.11","INR","-"
"RENT3","LOCALIZA RENT A CAR SA","Industrials","Equity","2,584,385.79","0.01","2,584,385.79","279,639.00","9.24","Brazil","XBSP","USD","5.16","BRL","-"
"4684","OBIC LTD","Information Technology","Equity","2,579,803.60","0.01","2,579,803.60","104,800.00","24.62","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"QIA","QIAGEN NV","Health Care","Equity","2,575,550.23","0.01","2,575,550.23","63,147.00","40.79","Germany","Xetra","USD","0.87","EUR","-"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Consumer Staples","Equity","2,572,718.67","0.01","2,572,718.67","162,692.00","15.81","Turkey","Istanbul Stock Exchange","USD","44.49","TRY","-"
"KEY","KEYERA CORP","Energy","Equity","2,573,601.18","0.01","2,573,601.18","67,104.00","38.35","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"AOT.R","AIRPORTS OF THAILAND NON-VOTING DR","Industrials","Equity","2,569,143.08","0.01","2,569,143.08","1,573,300.00","1.63","Thailand","Stock Exchange Of Thailand","USD","32.76","THB","-"
"DRREDDY","DR REDDYS LABORATORIES LTD","Health Care","Equity","2,566,740.28","0.01","2,566,740.28","196,322.00","13.07","India","National Stock Exchange Of India","USD","93.11","INR","-"
"600036","CHINA MERCHANTS BANK LTD A","Financials","Equity","2,563,374.62","0.01","2,563,374.62","444,300.00","5.77","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"GET","GETLINK","Industrials","Equity","2,564,272.28","0.01","2,564,272.28","114,608.00","22.37","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","2,559,864.90","0.01","2,559,864.90","707,145.00","3.62","Singapore","NASDAQ","USD","1.00","USD","-"
"SKA B","SKANSKA B","Industrials","Equity","2,549,074.25","0.01","2,549,074.25","100,369.00","25.40","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"4523","EISAI LTD","Health Care","Equity","2,544,970.35","0.01","2,544,970.35","80,600.00","31.58","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"066570","LG ELECTRONICS INC","Consumer Discretionary","Equity","2,540,575.56","0.01","2,540,575.56","35,491.00","71.58","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"BID","BID CORPORATION LTD","Consumer Staples","Equity","2,541,381.43","0.01","2,541,381.43","105,159.00","24.17","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"NESTLEIND","NESTLE INDIA LTD","Consumer Staples","Equity","2,538,915.14","0.01","2,538,915.14","198,432.00","12.79","India","National Stock Exchange Of India","USD","93.11","INR","-"
"TMCV","TATA MOTORS LTD","Industrials","Equity","2,532,896.72","0.01","2,532,896.72","607,657.00","4.17","India","National Stock Exchange Of India","USD","93.11","INR","-"
"LIFCO B","LIFCO CLASS B","Industrials","Equity","2,517,864.91","0.01","2,517,864.91","86,306.00","29.17","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"3993","CMOC GROUP LTD","Materials","Equity","2,518,892.23","0.01","2,518,892.23","1,164,000.00","2.16","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"C6L","SINGAPORE AIRLINES LTD","Industrials","Equity","2,511,123.65","0.01","2,511,123.65","485,100.00","5.18","Singapore","Singapore Exchange","USD","1.28","SGD","-"
"SHP","SHOPRITE HOLDINGS LTD","Consumer Staples","Equity","2,506,816.22","0.01","2,506,816.22","153,622.00","16.32","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"MNG","M&G PLC","Financials","Equity","2,507,710.32","0.01","2,507,710.32","664,350.00","3.77","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"2379","REALTEK SEMICONDUCTOR CORP","Information Technology","Equity","2,501,547.21","0.01","2,501,547.21","164,000.00","15.25","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"KBX","KNORR BREMSE AG","Industrials","Equity","2,490,068.94","0.01","2,490,068.94","21,819.00","114.12","Germany","Xetra","USD","0.87","EUR","-"
"MAXHEALTH","MAX HEALTHCARE INSTITUTE LTD","Health Care","Equity","2,487,800.91","0.01","2,487,800.91","245,218.00","10.15","India","National Stock Exchange Of India","USD","93.11","INR","-"
"VIVT3","TELEFONICA BRASIL SA","Communication","Equity","2,472,585.36","0.01","2,472,585.36","308,732.00","8.01","Brazil","XBSP","USD","5.16","BRL","-"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","2,470,988.00","0.01","2,470,988.00","317,200.00","7.79","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"ALPHA","ALPHA BANK SA","Financials","Equity","2,467,615.28","0.01","2,467,615.28","635,608.00","3.88","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"4911","SHISEIDO LTD","Consumer Staples","Equity","2,442,201.24","0.01","2,442,201.24","117,300.00","20.82","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"CIPLA","CIPLA LTD","Health Care","Equity","2,438,793.06","0.01","2,438,793.06","190,431.00","12.81","India","National Stock Exchange Of India","USD","93.11","INR","-"
"BCP","BANCO COMERCIAL PORTUGUES SA","Financials","Equity","2,440,094.43","0.01","2,440,094.43","2,443,272.00","1.00","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.87","EUR","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","2,440,890.91","0.01","2,440,890.91","26,471.00","92.21","United States","NASDAQ","USD","1.00","USD","-"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","2,429,073.88","0.01","2,429,073.88","26,636.00","91.19","Belgium","Nyse Euronext - Euronext Brussels","USD","0.87","EUR","-"
"DSY","DISCOVERY LTD","Financials","Equity","2,424,634.42","0.01","2,424,634.42","166,202.00","14.59","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"SCA B","SVENSKA CELLULOSA B","Materials","Equity","2,420,249.36","0.01","2,420,249.36","208,347.00","11.62","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"TPEIR","PIRAEUS BANK SA","Financials","Equity","2,414,001.44","0.01","2,414,001.44","282,414.00","8.55","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"BAJAJFINSV","BAJAJ FINSERV LTD","Financials","Equity","2,414,401.31","0.01","2,414,401.31","137,014.00","17.62","India","National Stock Exchange Of India","USD","93.11","INR","-"
"GRASIM","GRASIM INDUSTRIES LTD","Materials","Equity","2,414,603.81","0.01","2,414,603.81","87,679.00","27.54","India","National Stock Exchange Of India","USD","93.11","INR","-"
"2338","WEICHAI POWER LTD H","Industrials","Equity","2,409,730.33","0.01","2,409,730.33","649,000.00","3.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"1050","BANQUE SAUDI FRANSI","Financials","Equity","2,404,972.01","0.01","2,404,972.01","456,173.00","5.27","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"1347","HUA HONG SEMICONDUCTOR LTD","Information Technology","Equity","2,399,529.18","0.01","2,399,529.18","237,000.00","10.12","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"HEN","HENKEL AG","Consumer Staples","Equity","2,381,782.01","0.01","2,381,782.01","34,252.00","69.54","Germany","Xetra","USD","0.87","EUR","-"
"FOX","FOX CORP CLASS B","Communication","Equity","2,380,630.36","0.01","2,380,630.36","45,028.00","52.87","United States","NASDAQ","USD","1.00","USD","-"
"3328","BANK OF COMMUNICATIONS LTD H","Financials","Equity","2,373,863.61","0.01","2,373,863.61","2,584,000.00","0.92","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"ASX","ASX LTD","Financials","Equity","2,370,949.11","0.01","2,370,949.11","64,998.00","36.48","Australia","Asx - All Markets","USD","1.45","AUD","-"
"CON","CONTINENTAL AG","Consumer Discretionary","Equity","2,367,481.78","0.01","2,367,481.78","32,668.00","72.47","Germany","Xetra","USD","0.87","EUR","-"
"8593","MITSUBISHI HC CAPITAL INC","Financials","Equity","2,366,760.27","0.01","2,366,760.27","257,900.00","9.18","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"NPH","NORTHAM PLATINUM HLDGS LTD","Materials","Equity","2,358,676.26","0.01","2,358,676.26","114,400.00","20.62","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"AM","DASSAULT AVIATION SA","Industrials","Equity","2,360,056.43","0.01","2,360,056.43","6,070.00","388.80","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"1177","SINO BIOPHARMACEUTICAL LTD","Health Care","Equity","2,355,168.52","0.01","2,355,168.52","2,916,000.00","0.81","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"7912","DAI NIPPON PRINTING LTD","Industrials","Equity","2,341,797.76","0.01","2,341,797.76","132,200.00","17.71","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"TRENT","TRENT LTD","Consumer Discretionary","Equity","2,339,698.87","0.01","2,339,698.87","61,354.00","38.13","India","National Stock Exchange Of India","USD","93.11","INR","-"
"NTGY","NATURGY ENERGY GROUP SA","Utilities","Equity","2,325,300.04","0.01","2,325,300.04","75,965.00","30.61","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Health Care","Equity","2,322,682.95","0.01","2,322,682.95","4,005,100.00","0.58","Thailand","Stock Exchange Of Thailand","USD","32.76","THB","-"
"BBAS3","BANCO DO BRASIL SA","Financials","Equity","2,312,150.28","0.01","2,312,150.28","509,884.00","4.53","Brazil","XBSP","USD","5.16","BRL","-"
"NED","NEDBANK GROUP LTD","Financials","Equity","2,308,059.42","0.01","2,308,059.42","142,071.00","16.25","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"JBS","JBS N V NV CLASS A","Consumer Staples","Equity","2,309,683.25","0.01","2,309,683.25","130,123.00","17.75","Brazil","NYSE","USD","1.00","USD","-"
"9697","CAPCOM LTD","Communication","Equity","2,305,787.97","0.01","2,305,787.97","108,300.00","21.29","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","2,307,406.33","0.01","2,307,406.33","1,214,400.00","1.90","Thailand","Stock Exchange Of Thailand","USD","32.76","THB","-"
"HAL","HINDUSTAN AERONAUTICS LTD","Industrials","Equity","2,303,100.39","0.01","2,303,100.39","58,160.00","39.60","India","National Stock Exchange Of India","USD","93.11","INR","-"
"SGP","STOCKLAND STAPLED UNITS LTD","Real Estate","Equity","2,288,951.53","0.01","2,288,951.53","803,719.00","2.85","Australia","Asx - All Markets","USD","1.45","AUD","-"
"2319","CHINA MENGNIU DAIRY LTD","Consumer Staples","Equity","2,286,302.13","0.01","2,286,302.13","1,021,000.00","2.24","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industrials","Equity","2,283,243.55","0.01","2,283,243.55","154,317.00","14.80","India","National Stock Exchange Of India","USD","93.11","INR","-"
"RNO","RENAULT SA","Consumer Discretionary","Equity","2,279,493.05","0.01","2,279,493.05","65,562.00","34.77","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"WISE","WISE PLC CLASS A","Financials","Equity","2,281,209.08","0.01","2,281,209.08","184,508.00","12.36","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"042700","HANMI SEMICONDUCTOR LTD","Information Technology","Equity","2,277,370.88","0.01","2,277,370.88","13,521.00","168.43","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"JIOFIN","JIO FINANCIAL SERVICES LTD","Financials","Equity","2,274,811.46","0.01","2,274,811.46","922,965.00","2.46","India","National Stock Exchange Of India","USD","93.11","INR","-"
"ORNBV","ORION CLASS B","Health Care","Equity","2,270,777.13","0.01","2,270,777.13","27,418.00","82.82","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"FUTU","FUTU HOLDINGS ADR LTD","Financials","Equity","2,268,629.76","0.01","2,268,629.76","16,186.00","140.16","Hong Kong","NASDAQ","USD","1.00","USD","-"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Equity","2,265,118.29","0.01","2,265,118.29","405,865.00","5.58","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"7020","ETIHAD ETISALAT","Communication","Equity","2,266,567.03","0.01","2,266,567.03","128,911.00","17.58","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"STERV","STORA ENSO CLASS R","Materials","Equity","2,262,824.96","0.01","2,262,824.96","194,924.00","11.61","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.87","EUR","-"
"CTC.A","CANADIAN TIRE LTD CLASS A","Consumer Discretionary","Equity","2,263,681.93","0.01","2,263,681.93","16,657.00","135.90","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","2,258,069.69","0.01","2,258,069.69","94,256.00","23.96","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.87","EUR","-"
"BEAN","BELIMO N AG","Industrials","Equity","2,258,692.66","0.01","2,258,692.66","2,787.00","810.44","Switzerland","SIX Swiss Exchange","USD","0.80","CHF","-"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Health Care","Equity","2,244,128.28","0.01","2,244,128.28","38,856.00","57.75","Italy","Borsa Italiana","USD","0.87","EUR","-"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","2,241,646.53","0.01","2,241,646.53","229,000.00","9.79","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"DMART","AVENUE SUPERMARTS LTD","Consumer Staples","Equity","2,235,514.77","0.01","2,235,514.77","47,713.00","46.85","India","National Stock Exchange Of India","USD","93.11","INR","-"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Consumer Staples","Equity","2,233,035.41","0.01","2,233,035.41","199,532.00","11.19","India","National Stock Exchange Of India","USD","93.11","INR","-"
"BVN","BUENAVENTURA ADR REPRESENTING","Materials","Equity","2,228,510.46","0.01","2,228,510.46","61,206.00","36.41","Peru","NYSE","USD","1.00","USD","-"
"000720","HYUNDAI ENGINEERING & CONSTRUCTION","Industrials","Equity","2,213,643.53","0.01","2,213,643.53","22,611.00","97.90","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"2082","ACWA POWER CO","Utilities","Equity","2,208,433.17","0.01","2,208,433.17","48,908.00","45.15","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"PFC","POWER FINANCE CORPORATION LTD","Financials","Equity","2,192,358.09","0.01","2,192,358.09","507,458.00","4.32","India","National Stock Exchange Of India","USD","93.11","INR","-"
"TREL B","TRELLEBORG B","Industrials","Equity","2,181,611.11","0.01","2,181,611.11","58,823.00","37.09","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"VCX","VICINITY CENTRES","Real Estate","Equity","2,177,114.37","0.01","2,177,114.37","1,323,333.00","1.65","Australia","Asx - All Markets","USD","1.45","AUD","-"
