"Name","Description","Sources / Links","Parent Company","Country"
"AGP Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://amanagp.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Agrexco Carmel Agricultural Export Company","Palestinian Captive Market, Settlement Production--A private Israeli exporter of agricultural produce, marketing vegetables, fruits, flowers, propagating materials and herbs. The... See link for more.","https://www.whoprofits.org/companies/company/3886?agrexco-carmel-agricultural-export-company","",""
"Agrifood Marketing","Settlement Production--A private Israeli company that grows and exports organic dates under the brand name 'Star Dates'. ... See link for more.","https://www.whoprofits.org/companies/company/7328?7328-2","",""
"Agrofresh Pro","Settlement Production--The company provides solutions for individual organic growers. E412 The company's packages were found in the aran settlements pack…","https://www.whoprofits.org/companies/company/3883?agrofresh-pro","",""
"Agrotop","Israeli Construction on Occupied Land, Services to the Settlements--A private Israel-based global company specializing in livestock and agro-construction projects. In 2012, Agrotop's parent ... See link for more.","https://www.whoprofits.org/companies/company/3646?agrotop","",""
"Aha Sparkling Water","Water-Sparkling-Infused. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Ahava Dead Sea Laboratories","Skincare-Affordable. Ahava products are crafted using Dead Sea minerals  sourced from contested natural reserves in the West Bank and are manufactured in the unlawful settlement of Mitzpe Shalem.This cosmetic company's factory and visitor centre is located in an illegal Israeli settlement, and the company's activities are based on extracting resources from the Dead Sea in occupied Palestine.","https://electronicintifada.net/content/boycott-ahava-dead-sea-products-makes-impact/8563,http://news.bbc.co.uk/2/hi/7708244.stm","Fosun",""
"Ahuzat Adi Construction Company","Israeli Construction on Occupied Land--A private construction company. The company is involved in several construction projects in Maaleh Adumim. The project is part ... See link for more.","https://www.whoprofits.org/companies/company/4153?ahuzat-adi-construction-company","",""
"Aimpoint AB","A privately-owned Swedish company based in MalmÃ¶ that specializes in developing reflector/reflex sights for firearms.Its products have been used by the Israeli military since before August 2023. Specifically, the Aimpoint Red Dot reflex sights (CompM5 or CompM4 model) has been spotted in use by Israeli soldiers operating inside the Gaza Strip.Since 2023, Aimpoint products are marketed in Israel by Emtan (see below).","https://afsc.org/gaza-genocide-companies","",""
"Aino","Ice Cream. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Aio skin","Skincare-Affordable. Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/","Procter and Gamble",""
"Air Canada","Canada's national airline has been the target of numerous requests to cut ties with the Israel occupation. While it has made some progress in doing so it continues its support in other areas. Recently it has been cited in the 2025 Arms Embargo Report  as one of the airlines moving miliary material to Israel on behalf of the Canadian government.","https://bdscoalition.ca/?s=air+canada , https://armsembargonow.ca/report/","",""
"Air France","Complicit in carrying military goods to Israel acording to 2025 Arms Embargo report","https://armsembargonow.ca/report","",""
"Air India","Complicit in carrying military goods to Israel acording to 2025 Arms Embargo report","https://armsembargonow.ca/report","",""
"Air Transat","Complicit in carrying military goods to Israel acording to 2025 Arms Embargo report","https://armsembargonow.ca/report","",""
"Air Wick","Air Spray. Reckitt Benckiser signed a cooperation agreement with the Israel Innovation Authority seeking investments in Israeli startups.","https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747","Reckitt Benckiser",""
"Airbnb Inc.","Involved in activities in violation of UN Human Rights Council resolution 31/36. Services to the Settlements--A publicly traded American company operating an online vacation rental platform. The company offers listings... See link for more.   After initially committing to stop listing rentals in Israel's illegal settlements in the occupied Palestinian territory, Airbnb did a complete reversal, and will now continue to allow rentals on stolen Palestinian land. The Canadian Airbnb HQ is part of MaRS Discovery District, the flagship innovation hub for business, government, and community. Pledge to deactivate your Airbnb account. Also Expedia and Booking.","https://www.whoprofits.org/companies/company/3815?airbnb , https://investigate.afsc.org/updates/airbnb-withdraws-illegal-israeli-settlements-sets-example-responsible-business-behavior , https://bdscoalition.ca/2019/05/12/pledge-to-deactivate-your-airbnb-account-let-mars-know-their-partnership-is-an-embarassment/","","usa"
"Airborne","Vitamins and Supplements. Reckitt Benckiser signed a cooperation agreement with the Israel Innovation Authority seeking investments in Israeli startups.","https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747","Reckitt Benckiser",""
"Aird Berlis","Sponsors Walk with Israel","https://bdscoalition.ca/2024/05/01/shame-on-companies-walking-with-israel-during-a-genocide/","",""
"Airwalk","Athletic Shoes and Apparel. Airwalk is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.","https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop","Authentic Brands Group",""
"Airwaves Gum","Chewing Gum. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"AIX Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://aixventures.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Ajax Cleaner","Cleaner. Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.","https://www.palmolive.co.il","Colgate Palmolive",""
"Ajinomoto","Multinational-Food. Ajinomoto announced a partnership with Tel Aviv, Israel-based SuperMeat, a developer of poultry meat produced from animal cells.","https://www.meatpoultry.com/articles/26314-ajinomoto-enters-joint-venture-with-cell-based-meat-company","",""
"Akamai","Cloud Computing. Has operations in Israel and issued a statement supporting Israel without mentioning Palestinians.","https://twitter.com/Akamai/status/1711859791759376705","",""
"AKO Capital","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"Ala Detergent","Laundry Detergent. Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & Jerry’s into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.","https://masjidalaqsa.com/boycott/unilever-israel-bds","Unilever",""
