"Name","Description","Sources / Links","Parent Company","Country"
"Amisragas, American Israeli Gas Crop.","Services to the Settlements--Gas manufacturer and supplier. The company operates branches in the settlements of Ariel and Kiryat ba'a, both located in... See link for more.","https://www.whoprofits.org/companies/company/4018?amisragas-american-israeli-gas-crop","",""
"Amita Juice","Juice. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Amiti Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://amiti.vc , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"aMoon","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://amoon.fund , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Amor Amor Perfume","Perfume. Cacharel Fragrances is in partnership with L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","Cacharel",""
"Amor Wafer","Cookies. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Amora","Mayonnaise.  Mustard.  Ketchup.  BBQ Sauces.  Salad Dressing. . Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & Jerry’s into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.","https://masjidalaqsa.com/boycott/unilever-israel-bds","Unilever",""
"Amos Hadar Properties and Investments Ltd.","Involved in activities in violation of UN Human Rights Council resolution 31/36. Israeli Construction on Occupied Land--A construction and real estate group. Its full subsidiary and construction executer, Kir Had, has constructed 11 housing …See link for more.","https://www.whoprofits.org/companies/company/3855?amos-hadar-properties-and-investments-hadar-group","Hadar Group",""
"Amostyle","Undergarments-Women. Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.","http://www.inminds.com/boycott-delta-galil.html","Triumph International",""
"Amot Investments Ltd","An Israeli real estate investment firm. Owns an industrial building in an illegal settlement industrial zone in the occupied West Bank.","https://investigate.afsc.org/company/amot-investments","",""
"Amplify Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://amplifycapital.ca , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Amplify LA","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://blog.amplify.la , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"AMPM Stores","Fuel/Petrol Stations. AMPM is owned by BP. Israel awarded gas exploration licences to BP for exploration off the Gaza coast.","https://www.reuters.com/business/energy/israel-awards-gas-exploration-licences-eni-bp-four-others-2023-10-29/","BP",""
"Amy Metom Engineers and Consultants","Israeli Construction on Occupied Land, Services to the Settlements--A private Israeli engineering consultancy firm specializing in infrastructure engineering, design and project management. The …","https://www.whoprofits.org/companies/company/3799?amy-metom-engineers-and-consultants","",""
"Amy Siskind","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://amysiskind.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Anais Anais Perfume","Perfume. Cacharel Fragrances is in partnership with L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","Cacharel",""
"AnD Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://and-ventures.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Andau Medical Inc.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-13","",""
"Andrea & Dean Mendel","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Andrea Beauty","Cosmetics-Affordable.  Cosmetics-Eyes.  Skincare.  Hair Removal. American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.","https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/","American International Industries",""
"Andrelon","Shampoo-Affordable. Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & Jerry’s into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.","https://masjidalaqsa.com/boycott/unilever-israel-bds","Unilever",""
"Andrex","Toilet Tissue. Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.","https://investigate.afsc.org/company/indorama-ventures","Kimberly-Clark",""
"Angel Bakeries","Middle Eastern Food. Angel Bakeries operates bakeries in various settlements, including the settlement neighborhoods of Gilo and Ramat Shlomo in occupied East Jerusalem. Involved in activities in violation of UN Human Rights Council resolution 31/36. Services to the Settlements, Settlement Production--A publicly traded Israeli manufacturer and supplier of bread and pastry products. The company operates bakeries in various …See link for more.","https://www.whoprofits.org/companies/company/3657/ar , https://investigate.afsc.org/company/salomon-angel , https://www.whoprofits.org/companies/company/3657?angel-bakeries-salomon-a-angel","",""
"Angel Soft","Toilet Tissue. Georgia Pacific is owned by the Koch brothers, who are heavily invested in Israel.","https://circuit.news/2022/11/06/kochs-israeli-investment-chief-aims-to-disrupt-venture-capital-funding/","Koch Industries",""
"Anglican Church of Canada","Member of Canadian Council of Churches. After 18 months of genocide the Canadian Council of Churches has yet to come out in support of Palestinian Christians. Shamefully, neither the Council nor any of its members, associates or affiliates have signed  the ""cry for hope"" call from Christinians in Palestine in 2020. The Council has failed to condemn the ongoing genocide, to call out Israel's apartheid practices or even reference the illegal occupation. The statement of May 10th, 2024 is not enough.","https://rabble.ca/human-rights/canadian-churches-must-speak-out-against-israels-apartheid-crimes/ , https://bdscoalition.ca/2023/12/13/support-the-call-from-palestinian-christian-churches/","Canadian Council of Churches",""
"Anglo Saxon Real Estate Agency (Israel 1992)","Services to the Settlements--A private Israeli network of real estate agencies with 80 branches. The company operates branches in the settlements of Adam …","https://www.whoprofits.org/companies/company/4103?anglo-saxon-real-estate-agency-israel-1992","",""
"Angular Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://angularventures.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Anima","financial relationships between business enterprises involved in the illegal Israeli settlement enterprise in the Occupied Palestinian Territory (OPT) and European Financial Institutions (FIs).","https://dontbuyintooccupation.org/reports/dont-buy-into-occupation-report-2023/","",""
"Animal Bar","Chocolate. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Ant Lab Eco Service","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Anterra Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://anterracapital.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Anthemis","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://anthemis.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Anthos Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://anthoscapital.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Antigravity Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://antigravity.capital , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Antikal","Cleaner. Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/","Procter and Gamble",""
"Antler","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://antler.co , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"AnyVision Interactive Technologies","Private Security and Surveillance Technology, The Wall and Checkpoints--A private Israeli company specializing in Artificial Intelligence based facial recognition technology and temperature detection …","https://www.whoprofits.org/companies/company/6872?anyvision-interactive-technologies","",""
"Ao Yun","Alcohol. This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.","https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/","LVMH",""
"Apaisyl","Skincare-Affordable. Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/","Procter and Gamble",""
"Apeira Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://apeiracapital.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"AperiamVentures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://aperiam.vc , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Apex Industries","Canadian company that produces structural components for the F-35 out of its Moncton facility. The Israeli versions of these fighter jets, known as F35I Adirs, are being used by the Israeli Air Force in its deadly bombing campaign of Gaza.","https://worldbeyondwar.org/canadastoparmingisrael/","",""
"API Fish Care","Aquarium. Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"Apna Farms","Israeli produce for sale has been reported to bdscoalition.ca - La Palma/Israel, NBF","https://bdscoalition.ca/2024/03/10/do-not-buy-israeli-produce/","",""
"Apollinaris","Water-Mineral. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Apollo Microwaves","Documents released in 2024 revealed this company had received export licenses to export military goods to Israel.","https://worldbeyondwar.org/canadastoparmingisrael/","",""
"Apollo Microwaves","Documents released in 2024 revealed this company had received export licenses to export military goods to Israel.","https://worldbeyondwar.org/canadastoparmingisrael/","",""
"Apollo Projects","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://apolloprojects.co.nz , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Apostolic Catholic Church (ACC) Canada","Member of Canadian Council of Churches. After 18 months of genocide the Canadian Council of Churches has yet to come out in support of Palestinian Christians. Shamefully, neither the Council nor any of its members, associates or affiliates have signed  the ""cry for hope"" call from Christinians in Palestine in 2020. The Council has failed to condemn the ongoing genocide, to call out Israel's apartheid practices or even reference the illegal occupation. The statement of May 10th, 2024 is not enough.","https://rabble.ca/human-rights/canadian-churches-must-speak-out-against-israels-apartheid-crimes/ , https://bdscoalition.ca/2023/12/13/support-the-call-from-palestinian-christian-churches/","Canadian Council of Churches",""
"Apostolic Church, Fort Qu'appelle","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Apotex Inc.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-14","",""
"Apple Inc.","Some Apple employees and shareholders have accused the tech company of","https://theintercept.com/2024/06/11/apple-donations-idf-israel-gaza-illegal-settlements/ , https://www.aa.com.tr/en/science-technology/apple-accused-of-sending-employee-donations-to-israeli-army-illegal-settlers-report/3249395# , https://anysilicon.com/apples-first-ai-server-chip-to-be-engineered-in-israel/ , https://www.timesofisrael.com/apples-herzliya-rd-center-now-second-largest-in-world/","",""
"Apple Jacks","sending employee donations to organizations that have ties to the Israeli army and","https://en.globes.co.il/en/article-754126","Kellanova",""
"Appletiser","illegal settlements in the occupied West Bank. 133 individuals identifying","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Apply Yourself Global","themselves as “a group of shareholders, current and former employeesˮ wrote an","https://cjpac.ca/cjpac-sponsors/","",""
"ApplyToEducation","open letter to Apple, expressing concerns about the organizations receiving","https://cjpac.ca/cjpac-sponsors/","",""
"Apsley Community Chapel","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Aptamil","employee donations. Apple employees can donate to non-profit organizations","https://www.strauss-group.com/partner/partnership_danone/","Danone S.A.",""
"Aqua Mineral","and receive matching contributions from their employer through a platform called","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Aqua Panna","Benevity. Friends of the IDF, a charity listed on Appleʼs matching donations list,","https://github.com/TechForPalestine/boycott-israeli-consumer-goods-dataset/blob/main/output/csv/companies.csv , https://github.com/TechForPalestine/boycott-israeli-consumer-goods-dataset/blob/main/output/csv/brands.csv","Nestle",""
"Aqua Pod","JUST PEACE ADVOCATES4claims to have transferred $34.5 million in donations to the Israeli army in the first","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Aqua Spring","weeks following the outbreak of the war in Gaza. The list of organizations eligible","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Aqua Water","for donations includes “Friends of the IDF,ˮ which raises funds for the Israeli army,","https://www.strauss-group.com/partner/partnership_danone/","Danone S.A.",""
"Aquabona","“HaYovel,ˮ “One Israel Fund,ˮ “the Jewish National Fund,ˮ and “IsraelGives,ˮ which","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Aquafina","supports illegal Israeli settlers in the West Bank. Hundreds of current and former","https://www.pepsico.com/our-brands/creating-smiles/our-products , https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg","PepsiCo",""
"Aquaphor","Apple employees accused the company of illegally terminating the work of a","https://reports.beiersdorf.com/annual-report/2022/additional-information/beiersdorf-ag-s-shareholdings.html","Beiersdorf",""
"Aquarel","number of its employees and taking disciplinary measures against others because","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Aquarian Fish Food","they wore clothes that expressed their support for Palestine.","https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners","Mars",""
"Aquarius","Water. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Aquasavana","Water. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Aquaterra Water","Water-Bulk. Primo Water owns Eden Springs, a British-Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis.","https://investigate.afsc.org/company/primo-water","Primo Water Corp",""
"Aqwise- Wise Water Technologies","Settlement Production--A global provider of biological wastewater treatment and reuse solutions, as well as water remediation technologies. The …","https://www.whoprofits.org/companies/company/7303?aqwise-wise-water-technologies","",""
"Aramis","Perfume. Aramis is owned by Estee Lauder, who's ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.","https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d","Estee Lauder",""
"Arava Export Growers","Settlement Enterprise, Settlement Production--A private Israeli company that exports vegetables, fruits, fresh herbs and dates and worldwide. The company exports produce ... See link for more.","https://www.whoprofits.org/companies/company/4106?arava-export-growers","",""
"Arc Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://arc-vc.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Arch Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://archventure.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Archdiocese of Canada of the Orthodox Church in America","Member of Canadian Council of Churches. After 18 months of genocide the Canadian Council of Churches has yet to come out in support of Palestinian Christians. Shamefully, neither the Council nor any of its members, associates or affiliates have signed  the ""cry for hope"" call from Christinians in Palestine in 2020. The Council has failed to condemn the ongoing genocide, to call out Israel's apartheid practices or even reference the illegal occupation. The statement of May 10th, 2024 is not enough.","https://rabble.ca/human-rights/canadian-churches-must-speak-out-against-israels-apartheid-crimes/ , https://bdscoalition.ca/2023/12/13/support-the-call-from-palestinian-christian-churches/","Canadian Council of Churches",""
"Archerwill Investment Inc.","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Arconic/Howmet","Arconic produces vital goods used in military aircrafts – specifically, Boeing Apache Helicopters and Lockheed Martin F-35 Fighter Jets. Both are supplied to the Israeli military occupation, who routinely put them to use in aerial assaults on Gaza.","https://worldbeyondwar.org/canadastoparmingisrael/","",""
"Arctic Water","Water. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Ardbeg","Alcohol. This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.","https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/","LVMH",""
"Ardell Beauty","Cosmetics-Affordable.  Cosmetics-Eyes. American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.","https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/","American International Industries",""
"Ariel","Laundry Detergent. Procter & Gamble (P&G) has significant involvement in Israel since 2001, with its brands present in 98% of Israeli households, and providing work for countless Israelis. P&G operates a research and development centre in Tel Aviv, where it invests approximately $2 billion annually. In 2007 P&G established the Israel House of Innovation, an open innovation centre Through which it collaborates with Israeli companies, including Teva Pharmaceutical Industries Ltd.","https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/","Procter and Gamble",""
"Ariel Properties Group","Involved in activities in violation of UN Human Rights Council resolution 31/36","https://investigate.afsc.org/company/electra","Electra",""
"Ariel University","Israeli university in occupied West Bank (supports settlements)","https://www.un.org/unispal/document/a-hrc-59-23-from-economy-of-occupation-to-economy-of-genocide-report-special-rapporteur-francesca-albanese-palestine-2025/","",""
"Ariela & Irwin Cotler","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Aristagora Venture Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://aristagoravc.com/ , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Arket","Men’s Clothing and Accessories.  Women’s Clothing and Accessories.  Clothing Stores. H&M continues to open stores in Israel without using its international platform to push for Palestinian justice.","https://masjidalaqsa.com/boycott/hm-israel-bds","H&M Group",""
"Armani Beauty","Cosmetics. Armani Beauty is owned by L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","Giorgio Armani S.p.A.",""
"Armani Exchange","Men’s Clothing and Accessories.  Women’s Clothing and Accessories. Armani Beauty is owned by L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.","https://masjidalaqsa.com/boycott/loreal-israel-bds","Giorgio Armani S.p.A.",""
"Armenian Holy Apostolic Church, Canadian Diocese","Member of Canadian Council of Churches. After 18 months of genocide the Canadian Council of Churches has yet to come out in support of Palestinian Christians. Shamefully, neither the Council nor any of its members, associates or affiliates have signed  the ""cry for hope"" call from Christinians in Palestine in 2020. The Council has failed to condemn the ongoing genocide, to call out Israel's apartheid practices or even reference the illegal occupation. The statement of May 10th, 2024 is not enough.","https://rabble.ca/human-rights/canadian-churches-must-speak-out-against-israels-apartheid-crimes/ , https://bdscoalition.ca/2023/12/13/support-the-call-from-palestinian-christian-churches/","Canadian Council of Churches",""
"Armory Square Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://armorysv.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Arnie & Pennie Cader","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Aroma Espresso Bar","Services to the Settlements--A private Israeli chain of coffee shops. The company operates branches in the US, Canada, Cyprus, the Ukraine and Kazakhstan. ... See link for more. Coffee and Pastry Shops. One of Aroma’s branches is in Ma’aleh Adumim, a large Israeli settlement in the occupied West Bank. Several Palestinian and Bedouin villages were destroyed so that it could be built. store in Israeli settlement of Maale Adumim. Buys milk from Israeli settlements. 15+ years of boycott in Canada.","https://www.whoprofits.org/companies/company/3653?aroma-espresso-bar , https://bdscoalition.ca/2023/12/21/aroma-supports-israeli- , military-and-settlements-complicity-with-war-crimes-does-not-taste-good/ , https://www.connexions.org/CxLibrary/Docs/Aroma.htm","",""
"Aromat","Spices. Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & Jerry’s into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.","https://masjidalaqsa.com/boycott/unilever-israel-bds","Unilever",""
"Arpegio Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://arpegio.vc , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Arrow Clothing","Men’s Clothing and Accessories. Arrow is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.","https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop","Authentic Brands Group",""
"Arrow Electronics Canada Ltd","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-16 , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-15","",""
"Arrowhead Water","Water. Blue Triton is owned by One Rock Capital, with is owned by Mitsubishi Corp. Mitsubishi has made investments in Israel and has opened an office in Tel Aviv to partner with Israeli companies.","https://www.jpost.com/business-and-innovation/article-712729","Blue Triton",""
"Art Gallery of Ontario","Toronto-based organization Israel Museum and Arts, Canada, complained in an Oct. 16 2023 letter to the AGO that its Canadian and Indigenous art curator, Wanda Nanibush, was “posting inflammatory, inaccurate rants against Israel” on social media. Nanibush's subsequent departure from the AGO caused an uproar in the art world which has come out in support of her and has demanded answers from the AGO.  Nanibush had publised an article that drew links between the Indigenous Canadian and Palestinian experience. Canadian artists, writers and cultural workers have been among the signatories to three separate letters criticising the AGO over Nanibush’s exit. One of them, an open letter to the AGO with more than 3,500 signatures, begins by expressing “outrage at the recent push out of Wanda Nanibush from her position” as a result of “the bullying of the museum by pro-Israel art collectors and donors”.","https://www.theartnewspaper.com/2024/01/24/art-gallery-of-ontario-under-pressure-to-explain-indigenous-art-curators-ousting , https://www.gallerieswest.ca/news/wanda-nanibush-leaves-ago-amid-israel-palestine-controversy/","",""
"Arthrex, Inc.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-17","","usa"
"Artico Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://articosearch.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Arwa Water","Water. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Arza Winery T.R.Z.","Settlement Production--A settlement-based Israeli winery. The winery also owns a Hayotzer Winery. Arza Winery and Hayotzer Winery are based in the ... See link for more.","https://www.whoprofits.org/companies/company/4282?arza-winery-t-r-z","",""
"Ascend","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://ascendstl.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Ascendant Wealth Partners","Sponsors Walk with Israel","https://bdscoalition.ca/2024/05/01/shame-on-companies-walking-with-israel-during-a-genocide/","",""
"Ascendant Wealth Partners of RBC Dominion Securities","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"ASCO Aerospace Canada","Canadian company that produces structural components (Fuselage Sections: Titanium bulkheads & longerons) for the F-35 program. ASCO in Delta produces the “largest single piece of the F-35”, bulkheads. The Israeli military’s F-35s, known as F35I Adirs, are currently being used by the Israeli Air Force in its deadly bombing campaign of Gaza.","https://worldbeyondwar.org/canadastoparmingisrael/","",""
"Ashdar Building Company","Israeli Construction on Occupied Land--A construction company, which develops, builds and markets residential neighborhoods. Ashdar also rents office and industrial ... See link for more.","https://www.whoprofits.org/companies/company/3986?ashdar-building-company","",""
